,201.87,207.3,200.24,205.64
,192.05,205.87,194.56,204.9
,184,188.44,183.59,187.95
,185.24,197.4,180.12,196.14
,200.59,204.26,196.78,201.58
,222.18,224.65,217.45,220.55
,162.44,165.02,130.92,148.17
,186.48,198.86,188.67,197.56
,202.67,206.06,199.93,203.24
,117.66,135.55,109.09,123.73
,113.64,122.46,117.83,125.42
,195.52,198.32,195.46,198.46
,80.258,91.579,60.837,73.256
,71.461,81.851,67.43,77.179
,54.904,58.177,55.879,58.282
,34.224,90.659,16.184,98.372
,69.851,88.598,75.383,121.7
,33.441,36.156,28.37,33.748
,5.8629,19.476,5.7708,13.733
,9.4415,18.447,9.8141,16.154
,3.0041,2.969,3.3771,3.2839
,177.31,183.9,173.95,170.16
,134.01,180.46,98.942,129.66
,59.096,84.328,82.908,87.773
,220.84,225.09,224.51,229.36
,191.53,204.92,200.44,210.95
,253,253,253,253
,54.684,84.629,55.513,79.142
,97.132,63.003,96.438,62.304
,93.051,107.49,54.172,83.151
,91.935,141.86,99.394,149.98
,140.98,131.07,130.62,126.98
,146.92,98.973,146.95,95.887
,148.97,155.88,149.58,155.1
,131.47,146.63,135.6,145.01
,183.95,188.25,182.73,186.71
,137.91,149.77,139.98,147.76
,151.7,155.26,151.22,154.73
,178.15,181.78,176.49,180.87
,25.819,27.552,30.906,42.504
,26.212,28.826,23.296,25.249
,34.271,36.522,25.663,30.419
,13.027,12.204,19.118,12.122
,29.391,33.236,27.123,43.735
,41.74,41.789,26.095,29.832
,26.466,139.64,25.292,128.67
,110.74,111.6,32.904,71.102
,59.267,100.63,19.74,26.403
,36.072,55.698,44.667,27.356
,57.01,61.748,26.386,38.185
,29.802,73.584,29.473,64.741
,223.1,229.58,227.92,232.09
,242.01,242,242.34,242.64
,155.46,137.91,135.33,136.83
,170.78,184.7,179.18,188.8
,197.39,201.81,198.84,200.96
,235.72,241.73,218.37,233.42
,114.92,104.49,144.47,111.15
,122.39,93.872,121.66,84.5
,152.13,138.32,134.16,126.26
,172.49,168.64,186.13,182.63
,165.71,215.72,165.47,223.68
,41.017,251.52,37.112,251.17
,152.97,223.96,60.996,96.958
,94.635,99.315,52.482,48.628
,63.158,70.567,44.972,65.539
,47.019,37.72,50.512,39.681
,41.437,38.394,23.955,37.001
,180.46,98.268,130.38,58.45
,181.43,197.13,193.13,206.43
,205.81,212.69,212.01,218.23
,79.902,85.798,81.181,46.723
,49.221,77.42,48.037,77.869
,71.812,83.48,70.464,98.888
,196.33,138.22,193.03,113.52
,13.925,16.133,15.283,17.88
,14.858,17.275,13.761,15.182
,17.365,67.286,15.98,50.39
,16.821,38.9,15.065,27.523
,18.694,19.815,14.823,16.493
,51.578,26.991,20.803,20.951
,6.4574,13.876,6.2643,12.427
,10.586,18.581,11.034,17.571
,13.636,29.802,13.947,28.94
,21.688,39.164,21.066,34.76
,28.242,40.566,27.597,30.826
,27.723,29.502,26.41,17.803
,15.752,13.812,9.9844,23.556
,16.35,18.353,20.244,14.654
,64.242,162.51,92.566,200.14
,49.353,53.859,46.487,48.534
,26.937,31.756,32.375,35.479
,84.138,55.817,89.764,50.046
,49.407,18.777,52.894,20.236
,252.48,247.87,248.73,239.41
,252.47,247.78,248.65,239.13
,220.95,235.52,205.73,233.88
,248.97,240.7,244.08,234
,82.333,46.281,85.099,44.144
,82.418,46.099,85.194,44.028
,132.25,96.699,133.65,92.624
,6.8659,15.732,2.2594,7.1375
,4.9274,3.9016,2.5965,2.831
,2.8482,4.698,3.0687,5.3098
,3.6827,13.144,6.5985,19.394
,11.033,62.284,10.274,14.31
,15.897,20.786,16.21,17.987
,22.102,26.45,31.579,35.96
,22.234,26.711,31.676,36.017
,24.301,29.037,34.272,39.413
,17.491,20.917,14.385,19.938
,11.567,65.874,10.788,14.452
,2.6196,4.3713,2.8968,5.0219
,4.9632,3.7785,2.629,2.8223
,23.798,21.884,19.123,26.457
,23.124,19.504,16.938,23.043
,25.757,39.527,40.221,32.771
,41.463,41.366,31.375,61.141
,34.004,43.709,18.34,32.223
,26.026,26.853,21.649,18.811
,24.466,25.482,34.744,39.522
,25.489,22.08,20.547,28.077
,27.183,21.09,20.035,25.039
,31.921,46.989,55.835,44.781
,53.591,61.329,45.089,96.161
,61.873,81.078,31.68,57.528
,56.573,55.622,47.802,38.207
,61.513,63.49,90.777,100.67
,80.07,117.73,79.633,109.01
,105.59,110.8,93.507,93.205
,116.1,152.75,71.784,183.28
,120.94,169.93,117.56,142.33
,141.41,141.28,197.88,90.917
,145.38,165.43,162.77,187.13
,152.74,165.57,163.52,172.97
,168.73,171.61,152.85,154.62
,165.73,145.96,162.55,144.13
,168.47,176.59,179.06,183.44
,186.2,186.86,191.26,192.09
,229.31,214.38,232.28,224.27
,171.28,182.79,180.45,188.67
,189.78,193.96,194.38,198.86
,201.89,205.54,205.71,209.36
,210.25,246.14,159.74,237.78
