,189.32,195.72,188.66,195.09
,179.11,192.92,182.38,193.08
,176.88,181.82,176.92,182.04
,172.48,184.11,169.46,185.79
,190.96,194.81,188.73,193.76
,215.85,218.59,211.3,214.62
,159.36,159.32,129.94,144.51
,172.79,185.42,176.5,186.46
,191.83,196.23,190.72,194.65
,118.45,136.29,110.33,125.58
,114.68,124.07,118.73,127.08
,197.91,201.16,198.17,201.61
,86.399,99.009,70.455,86.911
,82.083,95.156,77.825,90.478
,66.585,70.286,68.441,71.866
,31.587,87.948,16.711,96.6
,69.336,90.318,75.15,127.48
,76.64,80.356,80.677,76.396
,7.1748,22.082,7.7235,16.378
,11.697,21.45,12.023,19.537
,3.2275,3.1246,3.6473,3.4113
,134.81,143.13,142.53,143.36
,141.78,150.27,137.93,141.05
,77.382,110.78,107.98,118.8
,180.87,187.12,187.07,193.01
,151.63,164.89,161.68,171.86
,253,253,253,253
,62.078,90.168,62.777,85.312
,95.495,70.04,95.905,70.24
,95.588,109.7,57.081,85.87
,96.35,140.82,103.98,148.89
,138.67,130.93,128.77,126.8
,145.81,100.33,146.1,97.315
,143.37,151.31,144.93,151.47
,125.73,141.16,130.54,140.23
,182.95,187.62,182.1,186.58
,133.23,145.9,136.1,144.72
,147.63,152.33,148.33,152.7
,178.54,182.53,177.34,181.94
,37.824,47.16,45.518,74.864
,40.116,41.972,34.148,36.859
,75.841,77.117,43.319,60.682
,15.228,14.697,22.126,14.9
,34.077,38.03,33.814,50.707
,46.739,46.427,31.908,34.138
,29.815,127.7,30.331,118.22
,103.98,105.72,39.211,71.677
,58.571,93.857,30.502,38.791
,47.28,64.33,89.317,70.326
,67.303,77.446,37.097,50.522
,46.841,83.614,47.224,82.227
,205.2,212.1,210.6,215.39
,223.76,224.37,224.63,226.25
,155.1,141.82,140.24,141.53
,155.84,172.02,166.52,178.25
,185.83,190.79,188.55,191.09
,223.11,230.9,207.16,223.62
,136.79,131.05,144.38,116.14
,127.55,97.851,127.52,90.175
,135.93,128.97,102.97,98.952
,150.62,152.28,170.61,171.06
,156.94,202.95,159.22,218.22
,42.222,251.76,38.307,251.48
,137.45,204.1,59.439,89.499
,85.869,90.685,50.524,45.804
,78.007,91.813,55.508,84.814
,47.702,39.712,50.783,40.651
,42.012,39.278,23.843,37.895
,153.65,93.173,112,56.767
,155.11,170.74,168.65,181.97
,180.76,188.36,189.67,197.83
,58.315,77.272,59.16,38.405
,52.086,80.116,51.761,80.742
,74.529,85.735,73.399,107.04
,178.25,127.57,174.85,101.19
,24.898,29.92,26.775,32.431
,28.108,34.094,26.902,32.086
,36.059,101.6,30.691,84.653
,33.897,76.738,27.587,59.498
,27.699,32.031,23.817,29.585
,52.118,33.931,28.655,29.421
,8.9005,23.9,8.6847,21.171
,16.62,36.237,17.752,33.452
,25.701,64.957,27.107,64.592
,47.098,91.317,45.723,84.217
,66.968,97.546,64.258,76.491
,65.743,70.531,58.842,34.791
,30.045,23.66,16.806,51.807
,55.31,161.46,90.984,185.35
,113.95,224.46,173.69,246.55
,59.049,66.214,58.848,61.595
,37.562,44.541,44.862,47.894
,100.16,62.06,106.85,58.297
,65.862,25.373,70.45,27.173
,252.51,246.23,249.15,237.29
,252.5,246.17,249.06,237.02
,218.05,233.48,198.67,232.04
,247.59,238.75,239.85,232.72
,81.84,46.288,83.925,44.251
,82.483,46.699,84.461,44.637
,129.11,93.439,129.81,89.155
,7.6487,17.911,2.262,7.754
,5.3397,3.9986,2.6004,2.8371
,2.8567,4.8203,3.0845,5.5155
,3.7471,14.142,7.0927,20.883
,11.967,64.251,11.211,15.383
,17.324,21.164,17.076,18.654
,24.315,28.78,33.453,38.597
,24.831,29.438,34.006,39.166
,25.359,29.952,34.658,40.201
,19.216,21.483,15.35,20.86
,12.618,67.879,11.804,15.563
,2.6266,4.4597,2.9012,5.2089
,5.3946,3.8847,2.6341,2.8247
,32.43,25.883,36.433,32.462
,31.718,22.858,33.134,27.407
,31.352,40.507,56.825,39.452
,41.858,53.582,39.214,87.948
,44.51,64.486,23.513,42.074
,34.983,35.267,27.774,22.984
,31.332,32.095,45.932,51.687
,31.7,24.447,35.942,31.349
,32.701,22.61,34.112,26.729
,34.556,43.961,66.519,45.361
,50.109,65.895,48.552,104.45
,65.002,91.468,35.147,62.532
,62.279,61.523,52.031,41.518
,66.041,66.579,95.518,104.96
,81.773,115.05,82.498,107.9
,104,110.48,93.878,96.195
,117.69,151.16,81.352,177.81
,119.02,165.8,116.36,141.41
,139.72,141.38,194.11,97.491
,147.96,166.02,165.27,185.53
,110.77,122,122.14,130.85
,131.58,135.36,125.05,128.5
,148.12,134,147.36,132.21
,132.83,139.94,144.76,148.75
,151.79,151.97,158.8,158.92
,200.36,187.89,204.72,198.16
,113.19,122.69,121.93,129.61
,131.83,135.68,137.6,141.41
,144.66,147.7,149.26,152.33
,170.47,193.01,140.17,188.4
