Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
97.98159797,89.91093025,76.98703388,1.167871078,0.917630781,0.785729519,12351,103,-162085,0.909184337,0.926735288,0.830441714
95.49238589,103.2316843,79.2538532,1.302544673,1.081046236,0.829949451,-13301,-33558,-125762,0.945665562,0.835655134,0.876124778
112.506101,98.43221684,87.36438395,1.126685869,0.874905591,0.776530189,-8531,8,-106201,0.874157532,0.927581451,0.78839152
102.7600063,97.17783224,80.45824082,1.207804586,0.945677562,0.782972323,49,-23,-420712,0.937512234,0.941847002,0.87890542
112.8316947,95.15090373,65.66394336,1.449058629,0.843299429,0.581963636,-1073,-43,-901567,0.89463884,0.932478659,0.824636299
118.4827987,102.3776458,78.31938034,1.30718151,0.864071806,0.661018993,-93,194,-745557,0.901603587,0.936848641,0.800917471
107.0866215,96.25128252,71.28437053,1.350243844,0.898817062,0.665670179,-3206,-6643,-693716,0.928203688,0.912751055,0.802388908
105.8458422,96.19901704,67.49970125,1.425176931,0.908859668,0.637717078,6228,-1860,-921616,0.929098711,0.921761375,0.804606119
132.2703876,115.9463584,88.78587477,1.305909963,0.876585912,0.671245291,-280,-8,-602358,0.89817924,0.950455101,0.782720902
130.6134432,120.8637232,98.09011277,1.232170296,0.925354392,0.750995536,-55,3,-347213,0.906600927,0.926152996,0.775890994
112.3706018,127.6031334,125.3875129,1.017670185,1.135556198,1.115839115,-1030,-2102,-1036,0.872402938,0.972574417,0.780919859
107.3417715,108.7099359,102.8584187,1.056889045,1.012745871,0.958232916,-16915,-3530,-31437,0.942593897,0.955643298,0.881887285
103.6840041,115.3976193,83.71776523,1.378412562,1.112974178,0.80743183,6562,-53,-529884,0.920247582,0.858608913,0.838429713
102.0070176,104.2377746,89.43304909,1.16553976,1.021868662,0.876734279,-3060,-776,-155769,0.94745394,0.901781958,0.820814345
91.90897342,95.35658692,72.01932103,1.324041737,1.037511174,0.78359401,-13958,-11635,-89029,0.97764094,0.931477294,0.914796116
101.3695684,100.8297598,87.92252853,1.146802321,0.994674845,0.867346383,-36128,-21271,-18044,0.947500033,0.92981805,0.876739829
91.76760316,96.37359314,68.33590821,1.410292124,1.050191896,0.744662668,-4406,-8465,-187702,0.965031033,0.90148211,0.886774536
89.6485593,90.26480171,74.29231533,1.214995135,1.00687398,0.828706182,-16028,-4369,-267764,0.950484868,0.913284331,0.856270003
98.2959886,101.4658082,69.71877664,1.455358414,1.0322477,0.709273874,-12554,-86011,-747477,0.91109939,0.876285846,0.912572626
100.8009663,110.1991392,54.46570805,2.023275619,1.093234949,0.540329226,-10090,-1876,-2443769,0.955322252,0.832352005,0.841651992
88.41229964,101.4739626,71.66188628,1.41601021,1.147735813,0.810542046,-18650,-40443,-117132,0.892887638,0.780292478,0.901844128
100.7194256,116.0948444,74.17358768,1.565177687,1.152655942,0.736437755,-13987,-17590,-750850,0.92609076,0.84734441,0.894186382
94.61550411,102.7313187,65.13108833,1.577300815,1.085776794,0.688376487,-37252,-11508,-765782,0.930089023,0.87547813,0.897985647
107.9584356,114.9246998,64.36866311,1.785413806,1.06452728,0.596235605,-56239,-56625,-1187520,0.960206877,0.883652567,0.913383398
88.752803,91.39384954,54.77230242,1.668614345,1.029757331,0.617133212,-5550,-6322,-2929668,0.966763203,0.936383018,0.933914951
92.99230256,98.49772696,53.8242844,1.829986744,1.059203012,0.578803653,-63851,-176025,-2162479,0.969003862,0.84415918,0.886991003
108.4510406,101.6412996,80.45378947,1.263350059,0.937209077,0.741844329,-1956,-296,-140283,0.873161743,0.875396489,0.779806161
112.4456013,109.6801108,92.72291167,1.182880356,0.97540597,0.824602391,-70110,-20115,-144520,0.896484323,0.920201988,0.814828096
105.1618463,108.9048351,69.53277866,1.566237351,1.03559265,0.661197774,-6900,-529,-848944,0.956862826,0.855931399,0.795516204
115.7250542,117.9889993,64.48767889,1.829636317,1.019563137,0.557249071,-1660,-723,-687155,0.973087642,0.791105671,0.760414722
130.6752025,110.5544894,90.58563555,1.220441726,0.846025009,0.69321213,-846,1137,-1065567,0.934164577,0.945728337,0.895960654
113.2753264,112.6281857,103.3958785,1.089290863,0.994287012,0.912783762,1544,20,-557742,0.961279067,0.963970528,0.919634128
79.84110803,86.94174335,63.14095558,1.376946905,1.088934579,0.790832657,-25928,-30511,-422866,0.917543388,0.863369942,0.924237583
113.5345622,115.7695948,92.16177255,1.256156339,1.019685923,0.811750808,-14915,-1160,-1156730,0.926824567,0.901067304,0.877124965
118.7224207,106.9733568,92.1997139,1.160235235,0.90103753,0.776599006,-2711,-292,-726706,0.897996628,0.929794456,0.844528568
103.8017906,94.16699426,81.21473389,1.159481657,0.907180828,0.782402052,21,-127,-244155,0.944300433,0.960097439,0.8998344
128.2134435,108.1881358,97.17614797,1.113319864,0.84381273,0.757924796,167,-33,-47970,0.799644849,0.962574891,0.647241906
124.499911,124.5924676,118.3031203,1.053162988,1.000743427,0.950226545,-3067,-134,-131970,0.972966399,0.969762036,0.925592338
120.1510855,116.9866969,110.5681284,1.058050801,0.973663254,0.920242443,-4739,-160,-275472,0.979271349,0.980007771,0.944864635
111.4240744,114.6275868,110.2115365,1.040068857,1.02875063,0.989117811,-2311,8,-228569,0.968377326,0.975783415,0.924426584
99.83572817,104.1488624,102.4049475,1.017029596,1.043202311,1.025734468,-11658,-6274,-573350,0.978781072,0.972503168,0.938710001
