Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
146.8355152,126.9409752,106.3314401,1.19382353,0.864511389,0.724153417,-83894,-58812,11077,0.950288909,0.950201208,0.898936034
136.9642884,139.625443,109.1818786,1.278833491,1.019429551,0.797155813,-98568,-81036,300199,0.984160897,0.950350016,0.949670422
142.6972401,98.97790656,75.81546403,1.305510793,0.69362173,0.531302946,-290,1548,20690,0.903113588,0.931382216,0.788012047
144.6300012,122.0604433,110.5785304,1.10383492,0.843949681,0.764561499,-18398,-2807,1842,0.937287718,0.970798244,0.8737324
129.1415862,105.5206812,88.59643541,1.191026261,0.817092962,0.686041097,-180655,-66444,-21722,0.943019537,0.964253719,0.882494212
146.6758402,135.6842135,108.3448457,1.25233658,0.925061778,0.738668656,-110,-1065,60422,0.949969319,0.921598763,0.897668006
140.6781415,124.1208987,99.32995661,1.249581727,0.882304084,0.706079534,-74386,-79666,-83715,0.941112429,0.934158919,0.889771661
132.8532333,110.5854695,92.81085657,1.191514372,0.832388243,0.698596897,-15158,-872,-5571,0.927412544,0.951731242,0.893190793
102.0002008,101.4741397,86.5352932,1.172632991,0.994842548,0.848383557,-170146,-173015,-160708,0.964024341,0.882978327,0.878610562
113.3778705,104.2495016,80.94248583,1.287945392,0.919487208,0.713917853,-217145,-93427,-102757,0.940325364,0.912297574,0.87689432
101.0943051,91.70260526,75.82412691,1.209411951,0.907099615,0.750033613,-24194,-1086,1129,0.96074596,0.948511274,0.910731445
101.8200848,102.3988238,68.98758386,1.484308017,1.005683937,0.677543964,-34287,-33895,-68814,0.948635897,0.885736347,0.885061211
97.21709073,93.04405053,70.93669754,1.31164903,0.957075035,0.729673116,-82872,-116640,-83942,0.971711026,0.939674675,0.931935986
113.8799615,105.5095893,85.40678899,1.235377076,0.926498287,0.749972057,-41031,-15509,-19207,0.967823232,0.948493913,0.916810749
120.1706424,102.8084877,87.19074024,1.179121629,0.855520829,0.725557744,2781,1714,18951,0.927462103,0.949015228,0.850454075
93.1812035,93.46688209,71.01505724,1.316155837,1.003065839,0.762117837,-27095,-31334,-7914,0.971852871,0.905556069,0.908113053
125.1326572,103.7630116,92.01814889,1.127636372,0.829224072,0.73536478,3241,3510,1477,0.915318213,0.959618888,0.840960564
142.602881,128.2298292,105.5278677,1.215127644,0.899209247,0.740012172,-11197,-52534,-92783,0.956572335,0.94422962,0.904285284
128.7288305,115.8326766,85.58849207,1.353367419,0.899819226,0.664874308,-625,-44025,-58749,0.940743369,0.945259811,0.856231774
142.002514,130.0209322,105.7841763,1.229115135,0.915624157,0.7449458,-1564,-13678,-54271,0.940589954,0.941405445,0.836244127
138.5205598,132.5755611,106.5739432,1.243977253,0.957082193,0.769372744,-10670,-31221,-645605,0.952383284,0.919127986,0.830621751
146.6814248,138.2617605,111.9658519,1.234856504,0.942598974,0.763326727,-5060,-14205,-99587,0.964155302,0.942170577,0.869599216
157.5875877,144.3592549,121.0727729,1.192334589,0.916057267,0.768288763,-734,-2892,-3388,0.958763828,0.967646806,0.887019188
151.9219567,143.9621926,123.7845701,1.163005958,0.94760623,0.81479052,408,273,-4179,0.952555263,0.949617954,0.858111781
146.888049,158.5719433,153.9019566,1.030343908,1.079542852,1.047750022,-1900,-1466,-1660,0.911498586,0.981997047,0.847728355
