f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
170.02,162.01,161.29,1.0482,0.8926,0.87406,171.02,163.01,162.29,0.85432,0.76503,0.80669
190.48,186.12,188.93,0.97049,0.95475,0.9838,191.48,187.12,189.93,0.83495,0.74253,0.79754
197.18,192.75,196.31,0.96395,0.95522,0.99091,198.18,193.75,197.31,0.88608,0.79852,0.85586
192.05,187.91,191.42,0.96364,0.95735,0.99346,193.05,188.91,192.42,0.82784,0.79206,0.79379
198.77,194.03,198.05,0.95969,0.9525,0.99247,199.77,195.03,199.05,0.90809,0.78299,0.86743
102.8,101.05,106.04,0.90788,0.96644,1.0647,103.8,102.05,107.04,0.98968,0.98557,0.96885
102.14,100.51,105.7,0.90433,0.96913,1.0719,103.14,101.51,106.7,0.99086,0.98671,0.97106
145.42,144.53,151.22,0.91349,0.98776,1.0813,146.42,145.53,152.22,0.99835,0.99618,0.99655
145.47,144.42,151.18,0.91252,0.9855,1.08,146.47,145.42,152.18,0.9978,0.99601,0.99568
133.57,132.54,140.36,0.89031,0.98128,1.1023,134.57,133.54,141.36,0.85049,0.78768,0.81739
135.06,134.15,141.82,0.89505,0.98363,1.099,136.06,135.15,142.82,0.84658,0.79834,0.82877
158.58,158.05,167.32,0.89223,0.99333,1.1133,159.58,159.05,168.32,0.67946,0.51052,0.59666
158.58,158.23,167.35,0.89396,0.9956,1.1137,159.58,159.23,168.35,0.71657,0.57448,0.65025
97.286,94.994,103.04,0.84975,0.9577,1.1351,98.286,95.994,104.04,0.9576,0.92543,0.88575
96.764,94.661,102.27,0.85688,0.96158,1.1311,97.764,95.661,103.27,0.96375,0.93359,0.89694
104.8,105.67,116.72,0.81981,1.0174,1.2419,105.8,106.67,117.72,0.99594,0.9903,0.98259
104.33,104.85,116.32,0.81247,1.0103,1.2442,105.33,105.85,117.32,0.99562,0.98553,0.97892
151.36,150.41,159.42,0.89006,0.98743,1.1094,152.36,151.41,160.42,0.78463,0.64096,0.72268
151.69,150.79,160.11,0.88697,0.98818,1.1141,152.69,151.79,161.11,0.77769,0.59858,0.69617
150.53,149.71,158.71,0.88981,0.98909,1.1116,151.53,150.71,159.71,0.82045,0.69145,0.78218
151.07,150.22,159.33,0.88898,0.98883,1.1123,152.07,151.22,160.33,0.86353,0.75423,0.83333
167.9,165.81,176.44,0.88319,0.97525,1.1043,168.9,166.81,177.44,0.88676,0.7911,0.85676
169.13,167.01,177.84,0.88203,0.9751,1.1055,170.13,168.01,178.84,0.8848,0.77002,0.82251
171.07,169.03,179.96,0.8822,0.9763,1.1067,172.07,170.03,180.96,0.80929,0.59801,0.71958
170.95,168.76,180,0.87904,0.97459,1.1087,171.95,169.76,181,0.74933,0.54601,0.67657
125.55,123.59,132.29,0.86432,0.97135,1.1301,126.55,124.59,133.29,0.99667,0.99332,0.98801
117.03,115.81,125.28,0.84639,0.98482,1.1707,118.03,116.81,126.28,0.99389,0.99299,0.98637
140.12,139.3,145.54,0.91595,0.98829,1.079,141.12,140.3,146.54,0.99627,0.99171,0.99208
147.38,146.55,152.21,0.92686,0.98878,1.0668,148.38,147.55,153.21,0.9974,0.9929,0.99267
146.55,143.46,154.53,0.86188,0.95831,1.1119,147.55,144.46,155.53,0.74124,0.61633,0.69586
146.77,144,154.82,0.86509,0.9626,1.1127,147.77,145,155.82,0.73659,0.61332,0.68267
146.22,143.04,154.48,0.85738,0.9569,1.1161,147.22,144.04,155.48,0.78587,0.72395,0.74734
146.41,143.63,154.71,0.86189,0.96232,1.1165,147.41,144.63,155.71,0.77567,0.66213,0.70775
174.13,173.17,182.68,0.89865,0.98897,1.1005,175.13,174.17,183.68,0.86146,0.78351,0.8377
175.33,174.42,184.07,0.89791,0.9896,1.1021,176.33,175.42,185.07,0.85013,0.73162,0.79535
176.47,175.69,185.57,0.8964,0.99125,1.1058,177.47,176.69,186.57,0.78366,0.62027,0.70106
176.38,175.72,185.63,0.89604,0.99247,1.1076,177.38,176.72,186.63,0.73443,0.60181,0.63895
127.85,124.15,135.34,0.83335,0.94369,1.1379,128.85,125.15,136.34,0.99653,0.99,0.98413
122.39,120.21,131.61,0.82475,0.96717,1.1813,123.39,121.21,132.61,0.99622,0.9896,0.9838
143.21,139.94,149.47,0.8763,0.95478,1.0897,144.21,140.94,150.47,0.99617,0.98751,0.98559
150.21,147.46,156.21,0.89104,0.9637,1.0816,151.21,148.46,157.21,0.99398,0.98281,0.98134
104.66,102.4,76.495,1.8686,0.94992,0.52698,105.66,103.4,77.733,0.99224,0.97113,0.98511
108.2,105.95,80.381,1.8003,0.94525,0.54402,109.2,106.95,81.641,0.99357,0.97515,0.98412
