59.468,55.37,54.087,1.0659,0.8598,0.83119,-2500.0,-2500.0,-2500.0,0.69894,0.75075,0.70468
78.387,74.406,76.888,0.99935,0.87343,0.94798,-2500.0,-2500.0,-2500.0,0.94953,0.91593,0.93363
64.982,60.373,59.604,1.0464,0.85533,0.83448,-2500.0,-2500.0,-2500.0,0.66618,0.74846,0.69791
83.45,79.669,80.626,1.0271,0.89433,0.90466,-2500.0,-2500.0,-2500.0,0.96701,0.93732,0.94926
87.828,41.518,20.377,4.1861,0.22321,0.053854,-2500.0,-2500.0,-2500.0,0.24659,0.43967,0.36875
78.473,33.217,15.326,4.698,0.17921,0.03815,-2500.0,-2500.0,-2500.0,0.56737,0.56572,0.51839
206.67,211.13,189.98,1.2396,1.0434,0.84359,-2500.0,-2500.0,-2500.0,0.7598,0.75413,0.74689
179.05,180.98,149.76,1.477,1.0217,0.69652,-2500.0,-2500.0,-2500.0,0.86316,0.84633,0.82361
207.66,212.28,190.63,1.2437,1.0446,0.84152,-2500.0,-2500.0,-2500.0,0.7292,0.76114,0.78987
182.53,184.77,154.63,1.4459,1.0244,0.71382,-2500.0,-2500.0,-2500.0,0.82371,0.84522,0.8312
163.16,160.92,121.38,1.7583,0.97217,0.55605,-2500.0,-2500.0,-2500.0,0.74125,0.49875,0.51142
165.97,167.05,86.561,6.8898,1.0154,0.30287,-2500.0,-2500.0,-2500.0,0.83789,0.57909,0.59822
165.01,162.2,122.98,1.7409,0.96583,0.55828,-2500.0,-2500.0,-2500.0,0.69682,0.42657,0.49039
160.23,162.12,80.274,17.171,1.0253,0.28745,-2500.0,-2500.0,-2500.0,0.82633,0.39416,0.41981
18.409,23.779,16.71,2.0581,1.6814,0.83096,-2500.0,-2500.0,-2500.0,0.10234,0.23523,0.1418
17.519,23.282,14.855,2.4751,1.7765,0.72336,-2500.0,-2500.0,-2500.0,0.033445,0.17596,0.16179
19.87,25.624,18.373,1.9619,1.6656,0.85836,-2500.0,-2500.0,-2500.0,0.070955,0.13257,0.17038
19.245,25.518,16.216,2.482,1.7651,0.71365,-2500.0,-2500.0,-2500.0,-0.0022723,0.16276,0.076365
74.305,86.734,89.961,0.93151,1.3668,1.4677,-2500.0,-2500.0,-2500.0,0.78805,0.89122,0.81896
79.507,91.269,93.192,0.95993,1.3197,1.3757,-2500.0,-2500.0,-2500.0,0.76373,0.87498,0.79126
66.287,78.785,78.924,0.99655,1.413,1.4182,-2500.0,-2500.0,-2500.0,0.71528,0.83295,0.71885
71.739,83.257,82.291,1.0238,1.3476,1.3167,-2500.0,-2500.0,-2500.0,0.69957,0.8112,0.70183
171.3,176.43,172.87,1.0458,1.0616,1.0169,-2500.0,-2500.0,-2500.0,0.86336,0.8259,0.82212
97.266,102.99,105.46,0.95078,1.1215,1.1884,-2500.0,-2500.0,-2500.0,0.88588,0.86665,0.83346
181.28,184.67,180.74,1.0486,1.0373,0.99138,-2500.0,-2500.0,-2500.0,0.91642,0.85049,0.86537
100.32,105.83,105.59,0.99089,1.1171,1.139,-2500.0,-2500.0,-2500.0,0.89008,0.88345,0.85358
61.388,67.926,65.556,1.0797,1.2257,1.1401,-2500.0,-2500.0,-2500.0,0.24332,0.39852,0.32859
62.195,71.101,68.304,1.089,1.3071,1.2065,-2500.0,-2500.0,-2500.0,0.21551,0.42649,0.32514
57.219,62.868,57.5,1.1966,1.2081,1.0104,-2500.0,-2500.0,-2500.0,0.23374,0.32701,0.29358
