f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
118.22,126.7,59.81,2.1183,1.0717,0.50592,119.22,127.7,60.824,0.89356,0.85898,0.89022
80.576,68.956,40.276,1.7121,0.85579,0.49985,81.577,69.956,41.578,0.94674,0.82227,0.85701
129.17,97.207,87.652,1.109,0.75255,0.67857,130.17,98.207,88.654,0.94424,0.97921,0.92434
144.17,123.54,108.82,1.1352,0.85691,0.75482,145.17,124.54,109.82,0.94441,0.85046,0.64893
151.47,113.04,84.145,1.3434,0.74626,0.55551,152.47,114.04,85.145,0.81438,0.88292,0.61172
101.57,92.295,90.228,1.0229,0.90866,0.8883,102.57,93.295,91.228,0.91424,0.93345,0.88603
101.28,99.659,106.68,0.93415,0.98402,1.0534,102.28,100.66,107.68,0.96748,0.91694,0.9329
87.949,80.291,79.771,1.0065,0.91293,0.90702,88.949,81.291,80.771,0.87728,0.92635,0.84868
78.198,93.169,64.321,1.4485,1.1914,0.82254,79.216,94.169,65.354,0.95609,0.88132,0.93408
112.25,102.46,102.97,0.99496,0.91272,0.91734,113.25,103.46,103.97,0.88713,0.90531,0.79403
123.7,87.139,71.216,1.2236,0.70442,0.5757,124.7,88.139,72.216,0.72616,0.8562,0.3635
66.114,62.887,50.504,1.2452,0.9512,0.7639,67.114,63.887,51.504,0.81924,0.91787,0.83615
79.717,68.502,51.43,1.3319,0.85931,0.64516,80.717,69.502,52.43,0.80392,0.95889,0.86919
108.23,97.418,102.54,0.95008,0.90009,0.94738,109.23,98.418,103.54,0.93799,0.93987,0.91694
72.358,70.688,54.236,1.3033,0.97692,0.74955,73.358,71.688,55.243,0.88582,0.82441,0.92879
94.354,79.667,68.483,1.1633,0.84434,0.72582,95.354,80.667,69.484,0.88521,0.69018,0.37982
124.06,122.77,124.65,0.98493,0.98958,1.0047,125.06,123.77,125.65,0.98091,0.97812,0.94221
98.751,85.766,82.74,1.0366,0.86851,0.83787,99.751,86.766,83.74,0.98762,0.99093,0.97085
102.2,79.109,63.73,1.2413,0.77407,0.62358,103.2,80.109,64.73,0.94852,0.95691,0.89156
122.36,116.72,121.44,0.96118,0.95396,0.99248,123.36,117.72,122.44,0.86537,0.96696,0.9041
94.786,88.09,84.785,1.039,0.92936,0.89449,95.788,89.094,85.812,0.99322,0.98588,0.97909
136.03,118.62,70.451,1.6837,0.872,0.51792,137.03,119.62,71.451,0.84236,0.91393,0.89105
190.73,182.36,175.74,1.0377,0.95612,0.92139,191.73,183.36,176.74,0.99789,0.99768,0.99537
128.28,107.19,90.169,1.1888,0.83559,0.7029,129.28,108.19,91.169,0.9888,0.97779,0.95564
107.79,75.21,30.386,2.4752,0.69776,0.2819,108.79,76.21,31.452,0.95959,0.56565,0.45845
129.59,115.17,101.61,1.1334,0.88874,0.78412,130.59,116.17,102.61,0.99428,0.98387,0.96966
127.86,95.645,54.021,1.7705,0.74803,0.42249,128.86,96.646,55.197,0.95121,0.85226,0.71953
126.37,91.074,65.044,1.4002,0.72071,0.51472,127.37,92.075,66.083,0.8661,0.90482,0.64676
150.7,106.86,70.037,1.5258,0.7091,0.46475,151.7,107.86,71.056,0.79853,0.9321,0.62831
