,0.83119,1.0926,0.94798,1.0814
,0.98649,1.0444,0.91256,1.0463
,0.83448,1.1114,0.91114,1.1061
,0.83212,1.1103,0.90466,1.106
,1,0.97529,1,0.96814
,0.99288,1.0397,0.98391,1.0373
,1,0.97107,1,0.96108
,1,0.96799,1,0.96724
,1.0992,1.0676,0.91326,1.0286
,1.1174,1.071,0.93019,1.0294
,1.2611,0.99257,1.1114,0.93385
,0.51995,0.19968,0.41604,0.087691
,0.54198,0.2052,0.44053,0.087184
,0.18149,0.053677,0.14838,0.037464
,0.17175,0.053854,0.12564,0.03815
,0.84359,0.69652,0.84152,0.71382
,0.55605,0.30287,0.55828,0.28745
,0.83096,0.72336,0.85836,0.71365
,1.4677,1.3757,1.4182,1.3167
,1.0169,1.1884,0.99138,1.139
,1.1401,1.2065,1.0104,1.0431
,0.66939,0.65469,0.68296,0.56519
,0.1303,0.093562,0.092533,0.062045
,0.95606,0.80338,1.0013,0.75984
,0.44833,0.41663,0.44719,0.34509
,0.74256,0.83286,0.72837,0.82287
,1.0185,1.1371,1.038,1.1374
,1.1508,1.0965,1.7486,1.4852
,0.73999,0.65117,1.2501,1.0813
,1.0635,1.06,1.0583,1.0473
,2.2145,1.9736,2.0077,1.9713
,2.2746,2.3046,2.1847,2.3346
,1.1668,1.1066,1.3523,1.1824
,1.3789,1.312,1.1789,1.1391
,1.4833,1.279,1.6409,1.3484
,1.6193,1.495,1.5014,1.5106
,1.4603,1.4445,1.4374,1.4196
,1.0391,0.76779,1.1911,1.1216
,1.5626,1.4647,1.6775,1.4033
,1.1491,1.338,1.1051,1.3198
,10.866,10.984,10.203,10.96
,9.1462,7.981,10.331,7.3846
,10.013,8.3246,10.212,8.2546
,4.3442,4.2976,2.6031,2.4671
,10.62,10.363,10.39,10.519
,1.1095,1.0804,1.1381,1.0736
,1.1156,1.1185,1.1012,1.125
,1.114,1.117,1.1004,1.1192
,1.0294,1.0294,0.98729,0.99691
,1.0412,1.0967,1.069,1.0745
