,55.37,176.99,74.406,178.43
,113.14,202.25,105.57,205.73
,60.373,200.66,79.198,202.69
,60.892,201.5,79.669,203.39
,255,187.43,255,189.47
,254.99,226.49,254.92,232.87
,255,187.04,255,189
,255,186.75,255,188.62
,107.06,165.12,122.68,168.97
,107.17,165.03,122.81,169.05
,141.9,107.11,162.15,118.05
,143.95,73.113,128.29,40.27
,147.46,74.858,134.49,41.262
,74.432,42.654,63.786,30.858
,69.267,41.518,55.468,33.217
,211.13,180.98,212.28,184.77
,160.92,167.05,162.2,162.12
,23.779,23.282,25.624,25.518
,86.734,91.269,78.785,83.257
,176.43,102.99,184.67,105.83
,67.926,71.101,62.868,66.297
,69.041,17.16,76.744,22.945
,23.72,27.501,24.085,28.468
,24.38,23.869,25.592,25.397
,127.71,148.33,127.69,141.76
,149.66,148.84,149.67,148.54
,71.28,214.57,84.863,216.79
,149.55,165.76,29.869,69.283
,140.96,150.19,55.364,87.773
,201.9,207.94,204.66,210.68
,58.477,75.661,44.764,77.665
,45.493,48.154,36.754,46.136
,36.14,60.013,40.037,65.48
,134.62,110.06,178.33,183.67
,154.6,216.69,112.51,185.92
,27.402,67.585,26.222,44.633
,92.902,94.006,90.877,92.533
,189.73,212.91,179.75,186.65
,34.35,102.35,38.145,101.69
,190.92,194.05,203.77,193.78
,71.659,67.14,66.164,53.579
,87.95,80.202,52.12,64.268
,44.234,44.101,40.768,41.275
,124.72,116.72,182,190.56
,71.621,66.264,65.47,49.875
,232.62,238.87,225.4,238.16
,204.6,210.63,202.3,207.29
,203.93,210,201.64,206.73
,126.44,118.21,122.05,109.5
,147.07,183.99,168.46,173.01
