f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
83.786,79.691,75.116,1.1254,0.905,0.8044,84.786,80.691,76.116,0.96832,0.95244,0.92261
126.46,116.43,90.381,3.7299,0.9232,0.4857,127.46,117.43,91.423,0.88419,0.85451,0.78148
146.91,127.69,115.89,1.2148,0.75665,0.62356,147.91,128.69,116.89,0.83965,0.91408,0.77821
145.15,126.73,114.41,1.2269,0.76236,0.62144,146.15,127.73,115.41,0.88355,0.74587,0.57021
141.12,125.54,114.78,1.1962,0.79139,0.66157,142.12,126.54,115.78,0.88073,0.93452,0.75635
94.526,104.3,47.955,8.5549,1.2566,0.26138,95.526,105.3,49.296,0.92034,0.94443,0.92144
102.68,111.1,60.019,9.6214,1.3308,0.32592,103.68,112.1,62.224,0.9452,0.94882,0.94244
104.39,103.23,48.545,6.4148,0.99322,0.21375,105.39,104.23,49.545,0.95237,0.95827,0.91931
166.23,143.92,127.75,1.2884,0.75092,0.58907,167.23,144.92,128.75,0.89457,0.94678,0.84412
87.899,95.733,33.673,11.464,1.195,0.15975,88.899,96.733,35.215,0.90252,0.87632,0.9135
85.615,94.325,28.526,14.922,1.2251,0.12601,86.615,95.325,30.067,0.76045,0.83035,0.84837
97.787,98.099,42.236,7.1421,1.0252,0.18524,98.787,99.099,43.248,0.94823,0.95898,0.98709
75.727,87.441,20.767,18.063,1.3353,0.07514,76.727,88.441,21.808,0.83326,0.84595,0.94335
85.996,77.382,28.891,129.35,0.84514,0.18844,86.996,78.382,31.561,0.91589,0.65098,0.64408
86.677,85.305,22.651,171.31,0.97964,0.1472,87.677,86.305,25.741,0.96298,0.70702,0.67033
57.382,63.135,3.032,946.71,1.2322,0.0036187,58.382,64.135,6.2072,0.97409,0.38325,0.36834
58.255,64.695,3.4734,469.08,1.2611,0.0047851,59.255,65.695,6.73,0.96712,0.48879,0.4523
80.32,76.394,57.258,321.56,1.0874,0.457,81.32,77.394,58.765,0.94333,0.92609,0.88166
63.412,60.493,31.543,94.546,1.2311,0.22363,64.412,61.493,33.417,0.88523,0.86134,0.75734
28.447,38.263,9.5313,321.71,2.4933,0.090076,29.447,39.263,12.489,0.92775,0.79687,0.8846
57.668,66.63,16.68,20.35,1.4234,0.08031,58.668,67.63,18.128,0.89208,0.89772,0.8982
105.64,126.15,41.506,9.6495,1.4529,0.15371,106.64,127.15,42.507,0.86286,0.90394,0.92699
114.56,130.31,45.244,8.4945,1.3044,0.1557,115.56,131.31,46.246,0.85116,0.90415,0.94186
116.32,129.08,48.528,7.0974,1.2326,0.17402,117.32,130.08,49.528,0.86012,0.86511,0.94716
121.11,132.23,50.925,6.7473,1.1922,0.1768,122.11,133.23,51.925,0.8903,0.92711,0.95416
144.61,94.269,84.481,1.3639,0.43058,0.35565,145.61,95.269,85.548,0.76061,0.91028,0.69582
126.25,83.051,66.302,1.892,0.48073,0.33765,127.25,84.051,67.369,0.7852,0.58708,0.36535
134.48,69.224,49.044,2.3998,0.26361,0.13963,135.48,70.224,51.327,0.66616,0.52736,0.23186
121.52,107.92,86.985,2.2505,0.80021,0.58761,122.52,108.92,88.478,0.96279,0.58434,0.47506
116.52,132.86,52.701,6.4353,1.3063,0.20474,117.52,133.86,53.775,0.92674,0.91918,0.94045
119.46,135.61,53.285,6.5391,1.2916,0.19888,120.46,136.61,54.336,0.91674,0.90931,0.95556
